City,Country,Latitude,Longitude,Timezone
Gōtokuji,Asia,35.65028,139.64727,Asia/Tokyo
Nakanobu,Asia,35.60498,139.71011,Asia/Tokyo
Ebara,Asia,35.61298,139.70315,Asia/Tokyo
Nakameguro,Asia,35.6389,139.70065,Asia/Tokyo
Ikegami,Asia,35.57667,139.70517,Asia/Tokyo
Noborito,Asia,35.62203,139.56051,Asia/Tokyo
Yurigaoka,Asia,35.6047,139.51714,Asia/Tokyo
Aobadai,Asia,35.54651,139.51723,Asia/Tokyo
Isen,Asia,27.67609,128.93722,Asia/Tokyo
Tokuwase,Asia,27.75575,129.03005,Asia/Tokyo
Misasa,Asia,35.41,133.89472,Asia/Tokyo
Fujimi,Asia,35.90087,138.25041,Asia/Tokyo
Oshino,Asia,35.45938,138.85852,Asia/Tokyo
Mochibaru,Asia,31.75506,131.12977,Asia/Tokyo
Hakuba,Asia,36.69818,137.86185,Asia/Tokyo
Nishida,Asia,36.19999,133.30508,Asia/Tokyo
Maruobara,Asia,34.73925,138.14303,Asia/Tokyo
Kawazu-ikadaba,Asia,34.77158,138.96626,Asia/Tokyo
Nakajima,Asia,36.46402,136.5871,Asia/Tokyo
Koshi,Asia,36.90591,137.57129,Asia/Tokyo
Kamitakeda,Asia,36.17605,137.87481,Asia/Tokyo
Nakano,Asia,35.70449,139.66946,Asia/Tokyo
Sukekawa,Asia,38.75225,139.85962,Asia/Tokyo
Yachigoya,Asia,37.87671,140.90528,Asia/Tokyo
Shimomatsumoto,Asia,37.25312,140.24231,Asia/Tokyo
Izumizaki,Asia,37.15937,140.29692,Asia/Tokyo
Kitasugama,Asia,37.22037,140.45335,Asia/Tokyo
Yamakiya,Asia,37.60526,140.66054,Asia/Tokyo
Mizunashi,Asia,37.1824,139.80061,Asia/Tokyo
Yagoshima,Asia,37.26868,139.88718,Asia/Tokyo
Kitakata,Asia,37.18981,140.58498,Asia/Tokyo
Kotake,Asia,33.6911,130.71193,Asia/Tokyo
Kamiitoda,Asia,33.65617,130.78224,Asia/Tokyo
Yamaguma,Asia,33.42118,130.6136,Asia/Tokyo
Nakayama,Asia,36.6865,138.36841,Asia/Tokyo
Hirao,Asia,36.74655,138.41858,Asia/Tokyo
Morishita,Asia,36.61324,139.04959,Asia/Tokyo
Hirobaba,Asia,36.42308,138.96974,Asia/Tokyo
Ōwa,Asia,36.19944,139.49465,Asia/Tokyo
Ogura,Asia,36.4569,138.99513,Asia/Tokyo
Uetake,Asia,36.21442,139.09882,Asia/Tokyo
Nagatoro,Asia,36.10311,139.10951,Asia/Tokyo
Yamata,Asia,36.08171,139.37162,Asia/Tokyo
Ōgushi,Asia,36.02234,139.4664,Asia/Tokyo
Okuno,Asia,34.12245,134.4927,Asia/Tokyo
Yakami,Asia,34.1385,134.50185,Asia/Tokyo
Hiragi,Asia,34.2706,134.13074,Asia/Tokyo
Yono,Asia,34.92194,135.4952,Asia/Tokyo
Ōzato,Asia,34.96902,135.41064,Asia/Tokyo
Taishi,Asia,34.5202,135.63563,Asia/Tokyo
Kanō,Asia,34.49323,135.63887,Asia/Tokyo
Kimokawa,Asia,34.87969,135.36698,Asia/Tokyo
Higashinaka,Asia,34.01942,135.18453,Asia/Tokyo
Itogawa,Asia,34.02619,135.25281,Asia/Tokyo
Nishino,Asia,34.16889,135.35297,Asia/Tokyo
Yūzaki,Asia,34.58669,135.77851,Asia/Tokyo
Tomondo,Asia,34.57294,135.77088,Asia/Tokyo
Hikiso,Asia,34.54416,135.7382,Asia/Tokyo
Kanmaki,Asia,34.56419,135.70627,Asia/Tokyo
Takatsukadai,Asia,34.58271,135.72605,Asia/Tokyo
Tatsuno-kita,Asia,34.59677,135.69285,Asia/Tokyo
Fuki,Asia,34.62996,135.69643,Asia/Tokyo
Sugai,Asia,34.75484,135.79684,Asia/Tokyo
Sayama,Asia,34.87532,135.75021,Asia/Tokyo
Tachikawa,Asia,34.85123,135.87794,Asia/Tokyo
Ide,Asia,34.79965,135.81247,Asia/Tokyo
Saki,Asia,34.29776,136.39308,Asia/Tokyo
Minehama-menagata,Asia,40.31744,140.04065,Asia/Tokyo
Iijima,Asia,36.09005,136.35994,Asia/Tokyo
Yamada,Asia,33.66322,130.488,Asia/Tokyo
Katanawa,Asia,33.52111,130.42444,Asia/Tokyo
Moroura,Asia,33.4736,129.87202,Asia/Tokyo
Higashigō,Asia,33.19081,130.13804,Asia/Tokyo
Ishinari,Asia,33.36154,130.40476,Asia/Tokyo
Bōjo,Asia,33.32007,130.42222,Asia/Tokyo
Nakatsukuma,Asia,33.32351,130.44218,Asia/Tokyo
Sonobe,Asia,33.42379,130.49925,Asia/Tokyo
Hatchō-muta,Asia,33.21071,130.43386,Asia/Tokyo
Nōkan,Asia,30.57332,130.9564,Asia/Tokyo
Nejime-kawaminan,Asia,31.21131,130.77849,Asia/Tokyo
Shiromoto,Asia,31.24082,130.78855,Asia/Tokyo
Maeda,Asia,31.33186,130.93723,Asia/Tokyo
Mendahigashi,Asia,32.2417,130.89665,Asia/Tokyo
Kinoenishi,Asia,32.22326,130.82155,Asia/Tokyo
Toi,Asia,33.58477,130.67583,Asia/Tokyo
Sue,Asia,33.59149,130.50423,Asia/Tokyo
Wakasugi,Asia,33.60944,130.52625,Asia/Tokyo
Minamichita,Asia,34.67644,137.00522,Asia/Tokyo
Yurigaoka,Asia,33.84661,130.62963,Asia/Tokyo
Koga,Asia,33.86429,130.68709,Asia/Tokyo
Miyaodai,Asia,33.84661,130.71276,Asia/Tokyo
Inokura,Asia,33.80101,130.68422,Asia/Tokyo
Daigyōji,Asia,33.59811,130.85118,Asia/Tokyo
Kami,Asia,33.52936,130.76479,Asia/Tokyo
Kanaishima,Asia,35.34412,139.11749,Asia/Tokyo
Sakai,Asia,35.35323,139.21012,Asia/Tokyo
Fujiyoshida,Asia,35.44032,138.79586,Asia/Tokyo
Shonai,Asia,38.84846,139.90308,Asia/Tokyo
Tsushima,Asia,34.20634,129.29076,Asia/Tokyo
Kiso,Asia,35.84036,137.69028,Asia/Tokyo
Ozora,Asia,43.91298,144.16852,Asia/Tokyo
Nakatogari,Asia,35.13526,138.9028,Asia/Tokyo
Fushimi,Asia,35.11426,138.89742,Asia/Tokyo
Kamizawa,Asia,35.10151,138.95398,Asia/Tokyo
Nasu,Asia,37.04209,140.09379,Asia/Tokyo
Yamanaka,Asia,35.42452,138.84208,Asia/Tokyo
Yomitan,Asia,26.40167,127.74503,Asia/Tokyo
Suga-inadazutsumi,Asia,35.63498,139.53956,Asia/Tokyo
Togoshi,Asia,35.61143,139.71736,Asia/Tokyo
Futaba,Asia,35.60463,139.72225,Asia/Tokyo
Azabu-jūban,Asia,35.65597,139.73534,Asia/Tokyo
Waseda-tsurumakichō,Asia,35.7068,139.7245,Asia/Tokyo
Shimo’ochiai,Asia,35.72018,139.702,Asia/Tokyo
Ōtsuka,Asia,35.72403,139.72868,Asia/Tokyo
Zōshigaya,Asia,35.71934,139.71839,Asia/Tokyo
Mejiro,Asia,35.7242,139.70358,Asia/Tokyo
Kaminakazato,Asia,35.74502,139.74951,Asia/Tokyo
Ōyama-higashichō,Asia,35.74968,139.70607,Asia/Tokyo
Ōyama-kanaichō,Asia,35.74686,139.70406,Asia/Tokyo
Takanodai,Asia,35.74648,139.61411,Asia/Tokyo
Sekimachi-higashi,Asia,35.72568,139.58355,Asia/Tokyo
Asahigaoka,Asia,35.73458,139.67744,Asia/Tokyo
Igusa,Asia,35.72718,139.61758,Asia/Tokyo
Asagayakita,Asia,35.71091,139.6372,Asia/Tokyo
Yoyogi,Asia,35.67855,139.69146,Asia/Tokyo
Ebisu,Asia,35.64595,139.7155,Asia/Tokyo
Sendagaya,Asia,35.67784,139.70822,Asia/Tokyo
Aobadai,Asia,35.65149,139.69301,Asia/Tokyo
Jiyūgaoka,Asia,35.61099,139.66782,Asia/Tokyo
Inokashira,Asia,35.69313,139.5834,Asia/Tokyo
Hibarigaoka,Asia,35.74524,139.53611,Asia/Tokyo
Myōden,Asia,35.69355,139.92902,Asia/Tokyo
Baraki,Asia,35.69798,139.95117,Asia/Tokyo
Funabori,Asia,35.6821,139.86641,Asia/Tokyo
Ichinoe,Asia,35.69137,139.88254,Asia/Tokyo
Hirai,Asia,35.70768,139.8425,Asia/Tokyo
Mizue,Asia,35.69441,139.89482,Asia/Tokyo
Horikiri,Asia,35.74582,139.82737,Asia/Tokyo
Oshiage,Asia,35.71119,139.81718,Asia/Tokyo
Mabashi,Asia,35.81177,139.92074,Asia/Tokyo
Minaminagareyama,Asia,35.8401,139.89864,Asia/Tokyo
Daiba,Asia,35.62772,139.77326,Asia/Tokyo
Ōjima,Asia,35.68917,139.83282,Asia/Tokyo
Sumiyoshi,Asia,35.68868,139.81471,Asia/Tokyo
Asakusabashi,Asia,35.69982,139.7841,Asia/Tokyo
Senzoku,Asia,35.72205,139.79206,Asia/Tokyo
Iriya,Asia,35.72104,139.78691,Asia/Tokyo
Machiya,Asia,35.74804,139.78128,Asia/Tokyo
Sendagi,Asia,35.72812,139.76017,Asia/Tokyo
Yushima,Asia,35.70603,139.76699,Asia/Tokyo
Matsubushi,Asia,35.91898,139.81128,Asia/Tokyo
Gamō,Asia,35.86514,139.80186,Asia/Tokyo
Toneri,Asia,35.81087,139.7712,Asia/Tokyo
Ōgi,Asia,35.76666,139.77137,Asia/Tokyo
Umejima,Asia,35.77561,139.79787,Asia/Tokyo
Takenotsuka,Asia,35.79357,139.7956,Asia/Tokyo
Rokuchō,Asia,35.78341,139.81967,Asia/Tokyo
Aoi,Asia,35.77432,139.81654,Asia/Tokyo
Kosuge,Asia,35.75351,139.82163,Asia/Tokyo
Motobu,Asia,26.65901,127.90667,Asia/Tokyo
Jūjō-nakahara,Asia,35.76811,139.71898,Asia/Tokyo
Kamiya,Asia,35.77031,139.73076,Asia/Tokyo
Tokiwadai,Asia,35.76222,139.68689,Asia/Tokyo
Noshio,Asia,35.77731,139.50328,Asia/Tokyo
Miyoshidai,Asia,35.83318,139.54437,Asia/Tokyo
Dōjō,Asia,35.85612,139.61314,Asia/Tokyo
Buzō,Asia,35.84083,139.6711,Asia/Tokyo
Sugita,Asia,35.37609,139.61713,Asia/Tokyo
Motona,Asia,35.14834,139.83581,Asia/Tokyo
Minatomirai,Asia,35.45958,139.6303,Asia/Tokyo
Shinkoyasu,Asia,35.4904,139.65501,Asia/Tokyo
Kamikawa,Asia,35.07553,134.74028,Asia/Tokyo
Eniwa,Asia,42.89357,141.576,Asia/Tokyo
Hongō,Asia,35.41796,140.35283,Asia/Tokyo
Ushigome,Asia,35.46437,140.39178,Asia/Tokyo
Kawasugaya,Asia,35.36559,140.34305,Asia/Tokyo
Nagadomi,Asia,35.42933,140.23104,Asia/Tokyo
Shimada,Asia,32.75684,130.79043,Asia/Tokyo
Nakamatsu,Asia,32.83523,131.04527,Asia/Tokyo
Kawahara,Asia,32.80667,130.89747,Asia/Tokyo
Tagami,Asia,37.71133,139.07215,Asia/Tokyo
Okino,Asia,32.87009,130.7917,Asia/Tokyo
Wakasu,Asia,32.60348,130.64336,Asia/Tokyo
Minami-Alps,Asia,35.616,138.46344,Asia/Tokyo
Uejima,Asia,32.74072,130.74717,Asia/Tokyo
Samata,Asia,32.62114,130.82129,Asia/Tokyo
Yamada,Asia,32.69678,130.96469,Asia/Tokyo
Arao,Asia,32.97888,130.44572,Asia/Tokyo
Nagaoda,Asia,33.00048,130.60313,Asia/Tokyo
Miyota,Asia,36.33656,138.51288,Asia/Tokyo
Ukiha,Asia,33.35634,130.74966,Asia/Tokyo
Nagawa,Asia,36.28358,138.24783,Asia/Tokyo
Iga,Asia,34.75797,136.13468,Asia/Tokyo
Kihoku,Asia,34.21052,136.33475,Asia/Tokyo
Kuwana,Asia,35.05192,136.66958,Asia/Tokyo
Matsusaka,Asia,34.57895,136.53706,Asia/Tokyo
Minamiise,Asia,34.34967,136.69945,Asia/Tokyo
Yonedacho Sendo,Asia,34.7756,134.82551,Asia/Tokyo
Hokuto,Asia,35.83458,138.39606,Asia/Tokyo
Himi,Asia,36.84666,136.98355,Asia/Tokyo
Takizawa,Asia,39.8028,141.13466,Asia/Tokyo
Tōon,Asia,33.79427,132.89011,Asia/Tokyo
Yasu,Asia,35.10053,136.01778,Asia/Tokyo
Yame,Asia,33.22792,130.64873,Asia/Tokyo
Yamatokōriyama,Asia,34.60658,135.77033,Asia/Tokyo
Yamato,Asia,35.47276,139.45101,Asia/Tokyo
Yamanashi,Asia,35.67152,138.69827,Asia/Tokyo
Tosashimizu,Asia,32.78396,132.96324,Asia/Tokyo
Taku,Asia,33.27709,130.10928,Asia/Tokyo
Takasago,Asia,34.76298,134.79229,Asia/Tokyo
Tachikawa,Asia,35.7091,139.41891,Asia/Tokyo
Saito,Asia,32.08199,131.39957,Asia/Tokyo
Sagamihara,Asia,35.56707,139.24167,Asia/Tokyo
Ogōri,Asia,33.38738,130.54865,Asia/Tokyo
Ogi,Asia,33.28028,130.19503,Asia/Tokyo
Nagakute,Asia,35.17325,137.05667,Asia/Tokyo
Munakata,Asia,33.7957,130.55895,Asia/Tokyo
Mitoyo,Asia,34.21052,133.6746,Asia/Tokyo
Kunitachi,Asia,35.6833,139.43848,Asia/Tokyo
Hachijō,Asia,33.10276,139.7788,Asia/Tokyo
Ōshima,Asia,34.74824,139.36243,Asia/Tokyo
Kizugawa,Asia,34.73668,135.83994,Asia/Tokyo
Katano,Asia,34.79329,135.68596,Asia/Tokyo
Hyūga,Asia,32.42272,131.64093,Asia/Tokyo
Sakai,Asia,36.1473,136.19408,Asia/Tokyo
Higashihiroshima,Asia,34.40861,132.73682,Asia/Tokyo
Higashikurume,Asia,35.75202,139.51169,Asia/Tokyo
Hamura,Asia,35.76232,139.31952,Asia/Tokyo
Fuchū,Asia,35.67452,139.48216,Asia/Tokyo
Chikugo,Asia,33.20537,130.49183,Asia/Tokyo
Ayase,Asia,35.43515,139.4256,Asia/Tokyo
Arida,Asia,34.08089,135.11905,Asia/Tokyo
Shikaoi,Asia,43.10474,142.99873,Asia/Tokyo
Aira,Asia,31.77429,130.59208,Asia/Tokyo
Ama,Asia,35.18307,136.7997,Asia/Tokyo
Kodaira,Asia,35.72603,139.48508,Asia/Tokyo
Nanyō,Asia,38.04322,140.11276,Asia/Tokyo
Katō,Asia,34.92422,135.02609,Asia/Tokyo
Mine,Asia,34.18681,131.21624,Asia/Tokyo
Hida,Asia,36.24483,137.17323,Asia/Tokyo
Kiyose,Asia,35.77952,139.53014,Asia/Tokyo
Jōyō,Asia,34.84396,135.80561,Asia/Tokyo
Yatomi,Asia,35.1053,136.73378,Asia/Tokyo
Tome,Asia,38.70882,141.15578,Asia/Tokyo
Kamagaya,Asia,35.76971,140.00238,Asia/Tokyo
Ebino,Asia,32.04766,130.84442,Asia/Tokyo
Isa,Asia,32.06716,130.61182,Asia/Tokyo
Bizen,Asia,34.78674,134.23542,Asia/Tokyo
Etajima,Asia,34.23863,132.47967,Asia/Tokyo
Tatsuno,Asia,34.83184,134.54338,Asia/Tokyo
Iki,Asia,33.78286,129.7209,Asia/Tokyo
Tosa,Asia,33.50476,133.44475,Asia/Tokyo
Tsuru,Asia,35.54731,138.90959,Asia/Tokyo
Nankoku,Asia,33.56943,133.64937,Asia/Tokyo
Aki-takata,Asia,34.67416,132.68188,Asia/Tokyo
Awa,Asia,34.09205,134.28452,Asia/Tokyo
Kai,Asia,35.68463,138.50979,Asia/Tokyo
Sakura,Asia,36.72072,139.98779,Asia/Tokyo
Awaji,Asia,34.47769,134.93065,Asia/Tokyo
Warabi,Asia,35.82188,139.68545,Asia/Tokyo
Miyoshi,Asia,35.08971,137.08998,Asia/Tokyo
Itoshima,Asia,33.54225,130.18421,Asia/Tokyo
Yufu,Asia,33.1956,131.37829,Asia/Tokyo
Akiruno,Asia,35.72854,139.2318,Asia/Tokyo
Shikokuchūō,Asia,33.9754,133.54895,Asia/Tokyo
Narashino,Asia,35.68184,140.04152,Asia/Tokyo
Minamibōsō,Asia,35.03126,139.92651,Asia/Tokyo
Ōamishirasato,Asia,35.51183,140.35257,Asia/Tokyo
Sodegaura,Asia,35.41368,140.02135,Asia/Tokyo
Echizen,Asia,35.88571,136.17073,Asia/Tokyo
Miyama,Asia,33.12102,130.50007,Asia/Tokyo
Miyawaka,Asia,33.71706,130.64117,Asia/Tokyo
Shirakawa,Asia,37.11954,140.26211,Asia/Tokyo
Mizuho,Asia,35.3943,136.66898,Asia/Tokyo
Shibetsu,Asia,44.17137,142.39517,Asia/Tokyo
Kasai,Asia,34.92633,134.84533,Asia/Tokyo
Minamiawaji,Asia,34.27396,134.77512,Asia/Tokyo
Shisō,Asia,34.98107,134.56398,Asia/Tokyo
Tanba,Asia,35.16034,135.03914,Asia/Tokyo
Tōkai,Asia,35.02269,136.90887,Asia/Tokyo
Higashikagawa,Asia,34.21024,134.33653,Asia/Tokyo
Minamikyushu,Asia,31.34689,130.45612,Asia/Tokyo
Minamisatsuma,Asia,31.38999,130.28343,Asia/Tokyo
Soo,Asia,31.64637,130.99068,Asia/Tokyo
Kōshi,Asia,32.89271,130.77567,Asia/Tokyo
Uki,Asia,32.62217,130.66177,Asia/Tokyo
Kyōtanabe,Asia,34.8045,135.76681,Asia/Tokyo
Kyōtango,Asia,35.60623,135.04429,Asia/Tokyo
Nantan,Asia,35.1098,135.49164,Asia/Tokyo
Gotō,Asia,32.68418,128.8068,Asia/Tokyo
Minamishimabara,Asia,32.67334,130.26747,Asia/Tokyo
Saikai,Asia,32.9839,129.6809,Asia/Tokyo
Unzen,Asia,32.77111,130.24841,Asia/Tokyo
Akaiwa,Asia,34.80986,134.02153,Asia/Tokyo
Maniwa,Asia,35.10643,133.72009,Asia/Tokyo
Setouchi,Asia,34.65919,134.14238,Asia/Tokyo
Konan,Asia,34.99921,136.09674,Asia/Tokyo
Mima,Asia,34.05493,134.13963,Asia/Tokyo
Yoshinogawa,Asia,34.03858,134.29207,Asia/Tokyo
Inagi,Asia,35.63295,139.49967,Asia/Tokyo
Koganei,Asia,35.70014,139.51109,Asia/Tokyo
Komae,Asia,35.63424,139.57546,Asia/Tokyo
Sanyōonoda,Asia,34.03246,131.16028,Asia/Tokyo
Shūnan,Asia,34.08053,131.82564,Asia/Tokyo
Chūō,Asia,35.59465,138.50275,Asia/Tokyo
Fuefuki,Asia,35.63526,138.63853,Asia/Tokyo
Kōshū,Asia,35.72422,138.77106,Asia/Tokyo
Unnan,Asia,35.2431,132.89989,Asia/Tokyo
Kunisaki,Asia,33.5547,131.72796,Asia/Tokyo
Ichikikushikino,Asia,31.72934,130.29305,Asia/Tokyo
Asakuchi,Asia,34.53484,133.60302,Asia/Tokyo
Fukutsu,Asia,33.783,130.49114,Asia/Tokyo
Asakura,Asia,33.41439,130.71877,Asia/Tokyo
Semboku,Asia,39.7093,140.74654,Asia/Tokyo
Tajiri,Asia,34.42695,135.24552,Asia/Tokyo
Niseko,Asia,42.80894,140.68596,Asia/Tokyo
Yabe,Asia,35.57203,139.38638,Asia/Tokyo
Tokai,Asia,36.47396,140.56355,Asia/Tokyo
Nogi,Asia,36.22787,139.73446,Asia/Tokyo
Yokoze,Asia,35.9845,139.0946,Asia/Tokyo
Yamabuki,Asia,35.57652,137.90026,Asia/Tokyo
Kamikatagiri,Asia,35.61555,137.90236,Asia/Tokyo
Tanokuchi,Asia,35.0554,138.09677,Asia/Tokyo
Haruta,Asia,35.1422,136.8121,Asia/Tokyo
Agui,Asia,34.93499,136.91299,Asia/Tokyo
Kaminoma,Asia,34.80802,136.86441,Asia/Tokyo
Ebie,Asia,34.69717,135.47112,Asia/Tokyo
Minase,Asia,34.87724,135.6651,Asia/Tokyo
Oyamazaki,Asia,34.89396,135.68463,Asia/Tokyo
Oji,Asia,34.5986,135.70214,Asia/Tokyo
Wasa,Asia,33.89628,135.20758,Asia/Tokyo
Nakaiburi,Asia,34.30339,135.53322,Asia/Tokyo
Amaji,Asia,34.99147,134.75852,Asia/Tokyo
Shioiri,Asia,34.15607,133.8515,Asia/Tokyo
Uchiko,Asia,33.54993,132.6471,Asia/Tokyo
Hikiji,Asia,33.22912,131.17965,Asia/Tokyo
Nezu,Asia,35.71886,139.76467,Asia/Tokyo
Akihabara,Asia,35.69848,139.77253,Asia/Tokyo
Minamino,Asia,35.62594,139.31956,Asia/Tokyo
Rinkan,Asia,35.49836,139.44886,Asia/Tokyo
Miyashiro,Asia,36.02229,139.72951,Asia/Tokyo
Nishitokorozawa,Asia,35.78931,139.45854,Asia/Tokyo
Shime,Asia,33.58699,130.48676,Asia/Tokyo
Tennodai,Asia,35.87204,140.03988,Asia/Tokyo
Ichikawa,Asia,35.73413,139.9065,Asia/Tokyo
Agano,Asia,37.83605,139.22332,Asia/Tokyo
Ranzan,Asia,36.05528,139.31503,Asia/Tokyo
Toyoyama,Asia,35.25048,136.91201,Asia/Tokyo
Ōguchi,Asia,35.34146,136.91108,Asia/Tokyo
Fusō,Asia,35.35782,136.90983,Asia/Tokyo
Kōta,Asia,34.87482,137.17086,Asia/Tokyo
Ōharu,Asia,35.17457,136.82014,Asia/Tokyo
Hirokawa,Asia,33.24293,130.55212,Asia/Tokyo
Tomika,Asia,35.48488,136.97983,Asia/Tokyo
Sakahogi,Asia,35.42666,136.98546,Asia/Tokyo
Wanouchi,Asia,35.28511,136.63744,Asia/Tokyo
Anpachi,Asia,35.33539,136.66541,Asia/Tokyo
Ginan,Asia,35.38834,136.78483,Asia/Tokyo
Itakura,Asia,36.22295,139.61027,Asia/Tokyo
Kumano,Asia,34.33284,132.56967,Asia/Tokyo
Fuchū,Asia,34.38793,132.51001,Asia/Tokyo
Takasu,Asia,43.84336,142.35445,Asia/Tokyo
Higashikawa,Asia,43.69898,142.51031,Asia/Tokyo
Higashikagura,Asia,43.69663,142.45143,Asia/Tokyo
Inami,Asia,34.74807,134.91284,Asia/Tokyo
Tamba-Sasayama,Asia,35.07318,135.21781,Asia/Tokyo
Tamba,Asia,35.17483,135.03101,Asia/Tokyo
Yachiyo,Asia,36.18229,139.89096,Asia/Tokyo
Hōdatsushimizu,Asia,36.86278,136.79753,Asia/Tokyo
Yahaba,Asia,39.61114,141.14743,Asia/Tokyo
Kyōtamba,Asia,35.16436,135.42305,Asia/Tokyo
Asahi,Asia,35.03421,136.66436,Asia/Tokyo
Tōin,Asia,35.09466,136.60062,Asia/Tokyo
Minamiminowa,Asia,35.87291,137.97503,Asia/Tokyo
Nagi,Asia,35.12303,134.17743,Asia/Tokyo
Satoshō,Asia,34.5138,133.55687,Asia/Tokyo
Hatoyama,Asia,35.98146,139.33411,Asia/Tokyo
Kōra,Asia,35.20411,136.2612,Asia/Tokyo
Toyosato,Asia,35.20034,136.22989,Asia/Tokyo
Ryūō,Asia,35.0608,136.12453,Asia/Tokyo
Ichikai,Asia,36.5433,140.10204,Asia/Tokyo
Matsushige,Asia,34.13377,134.58056,Asia/Tokyo
Shōwa,Asia,35.62792,138.53514,Asia/Tokyo
Minamiarupusu,Asia,35.60855,138.46473,Asia/Tokyo
Akitsu,Asia,35.77419,139.49052,Asia/Tokyo
Wundanyi,Africa,-3.39642,38.35729,Africa/Nairobi
Wote,Africa,-1.78079,37.62882,Africa/Nairobi
Witu,Africa,-2.38892,40.43827,Africa/Nairobi
Webuye,Africa,0.6004,34.77119,Africa/Nairobi
Watamu,Africa,-3.35335,40.02095,Africa/Nairobi
Wanguru,Africa,-0.68393,37.35701,Africa/Nairobi
Wajir,Africa,1.7471,40.05732,Africa/Nairobi
Voi,Africa,-3.39605,38.55609,Africa/Nairobi
Vipingo,Africa,-3.81466,39.81282,Africa/Nairobi
Ukunda,Africa,-4.2929,39.56404,Africa/Nairobi
Ogunja,Africa,0.19019,34.29916,Africa/Nairobi
Tinganga,Africa,-1.13033,36.81358,Africa/Nairobi
Timau,Africa,0.0835,37.23925,Africa/Nairobi
Thika,Africa,-1.03326,37.06933,Africa/Nairobi
Taveta,Africa,-3.39879,37.68336,Africa/Nairobi
Tala,Africa,-1.26849,37.32186,Africa/Nairobi
Takaungu,Africa,-3.6835,39.85687,Africa/Nairobi
Sultan Hamud,Africa,-2.02042,37.37212,Africa/Nairobi
Subukia,Africa,-0.01644,36.20927,Africa/Nairobi
Sondu,Africa,-0.3906,35.01266,Africa/Nairobi
Sololo,Africa,3.56392,38.64321,Africa/Nairobi
Sindo,Africa,-0.54061,34.16891,Africa/Nairobi
Shianda,Africa,0.31943,34.57352,Africa/Nairobi
Sawa Sawa,Africa,-4.47166,39.48463,Africa/Nairobi
Sagana,Africa,-0.66806,37.20875,Africa/Nairobi
Rumuruti,Africa,0.2725,36.53806,Africa/Nairobi
Ruiru,Africa,-1.14665,36.96087,Africa/Nairobi
Rongo,Africa,-0.75675,34.59833,Africa/Nairobi
Rongai,Africa,-0.17344,35.86313,Africa/Nairobi
Rironi,Africa,-1.15116,36.63555,Africa/Nairobi
Ramu,Africa,3.93147,41.22295,Africa/Nairobi
Pumwani,Africa,-1.28316,36.84725,Africa/Nairobi
Oyugis,Africa,-0.50974,34.73067,Africa/Nairobi
Othaya,Africa,-0.54655,36.93178,Africa/Nairobi
Olulung’a,Africa,-1.00268,35.66336,Africa/Nairobi
Oloitokitok,Africa,-2.92724,37.5103,Africa/Nairobi
Ogembo,Africa,-0.80116,34.72579,Africa/Nairobi
Nyeri,Africa,-0.42013,36.94759,Africa/Nairobi
Nyamira,Africa,-0.56333,34.93583,Africa/Nairobi
Nyambunwa,Africa,-0.67783,34.70722,Africa/Nairobi
Nyahururu,Africa,0.03813,36.36339,Africa/Nairobi
North Horr,Africa,3.32205,37.07032,Africa/Nairobi
Nkubu,Africa,-0.06929,37.66618,Africa/Nairobi
Njoro,Africa,-0.33024,35.94445,Africa/Nairobi
Ngong,Africa,-1.3527,36.6699,Africa/Nairobi
Naro Moru,Africa,-0.16357,37.01773,Africa/Nairobi
Narok,Africa,-1.08083,35.87111,Africa/Nairobi
Nanyuki,Africa,0.00624,37.07398,Africa/Nairobi
Nandi Hills,Africa,0.10366,35.18426,Africa/Nairobi
Nakuru,Africa,-0.30719,36.07225,Africa/Nairobi
Naivasha,Africa,-0.71383,36.43261,Africa/Nairobi
Nairobi,Africa,-1.28333,36.81667,Africa/Nairobi
Mwingi,Africa,-0.93605,38.05955,Africa/Nairobi
Mwatate,Africa,-3.505,38.37722,Africa/Nairobi
Murang’a,Africa,-0.72104,37.15259,Africa/Nairobi
Mumias,Africa,0.33474,34.48796,Africa/Nairobi
Muhoroni,Africa,-0.15816,35.19645,Africa/Nairobi
Mtito Andei,Africa,-2.68987,38.16687,Africa/Nairobi
Msambweni,Africa,-4.4619,39.48265,Africa/Nairobi
Moyale,Africa,3.52661,39.0561,Africa/Nairobi
Mombasa,Africa,-4.05466,39.66359,Africa/Nairobi
Molo,Africa,-0.24849,35.73194,Africa/Nairobi
Mogotio,Africa,-0.02236,35.96124,Africa/Nairobi
Migori,Africa,-1.06343,34.47313,Africa/Nairobi
Meru,Africa,0.04626,37.65587,Africa/Nairobi
Merti,Africa,1.06725,38.6662,Africa/Nairobi
Mbita,Africa,-0.42492,34.20736,Africa/Nairobi
Mbale,Africa,0.08213,34.72139,Africa/Nairobi
Mazeras,Africa,-3.96426,39.5498,Africa/Nairobi
Mau Narok,Africa,-0.60661,36.00836,Africa/Nairobi
Maua,Africa,0.2332,37.94086,Africa/Nairobi
Matuu,Africa,-1.1454,37.54671,Africa/Nairobi
Matunda,Africa,0.84443,35.13716,Africa/Nairobi
Maseno,Africa,-0.00661,34.60004,Africa/Nairobi
Masalani,Africa,-1.69405,40.17015,Africa/Nairobi
Marsabit,Africa,2.33468,37.99086,Africa/Nairobi
Marigat,Africa,0.47119,35.98638,Africa/Nairobi
